0 0.451169 	Gradual-[CGTT(wv)](None, cardinal)
0.798859 0.531754 	[Landau(wv)],[L-R both/0.75(w/tv)]
0.798911 0.603939 	[SDom(wv)],[L-R both/2(w/tv)]
0.798916 0.531708 	[Landau(wv)],[L-R both/2.25(wv)]
0.798921 0.531054 	[Landau(wv)],[L-R both/0.25(wv)]
0.798923 0.531577 	[Landau(wv)],[L-R both/1.75(fwv)]
0.798934 0.600425 	[SDom(wv)],[L-R both/0.75(fwv)]
0.798973 0.531282 	[Landau(wv)],[L-R both/0.25(w/tv)]
0.798973 0.531379 	[Landau(wv)],[L-R both/2(w/tv)]
0.798975 0.529295 	[Landau(wv)],[Sinkhorn(0.001, +1)(fwv)]
0.798976 0.527469 	[Landau(wv)],[L-R defense/0.25(rel-margins)]
0.799025 0.489453 	[Landau(wv)],[Gradual-[Schwartz(wv)](None, cardinal)]
0.799027 0.513222 	[Landau(wv)],[Gradual-[2. order Copeland/2/1](None, ordinal)]
0.799042 0.522773 	[Landau(wv)],[L-R defense/1(fwv)]
0.799045 0.531762 	[Landau(wv)],[L-R both/0.75(fwv)]
0.799084 0.530667 	[Landau(wv)],[L-R both/1(fwv)]
0.799114 0.523302 	[Landau(wv)],[Dodgson-Quick(wv)]
0.799128 0.665075 	[SDom(wv)],[L-R offense/0.75(rel-margins)]
0.799149 0.525728 	[Landau(wv)],[L-R defense/0.75(wv)]
0.799179 0.530728 	[Landau(wv)],[L-R both/1.25(w/tv)]
0.799196 0.531756 	[Landau(wv)],[L-R both/1.5(fwv)]
0.799213 0.601394 	[SDom(wv)],[L-R both/1.75(fwv)]
0.799216 0.603398 	[SDom(wv)],[L-R both/2(fwv)]
0.799248 0.520326 	[Landau(wv)],[L-R defense/0.5(w/tv)]
0.799252 0.530767 	[Landau(wv)],[L-R both/1.75(wv)]
0.799258 0.525871 	[Landau(wv)],[L-R defense/0.25(wv)]
0.799272 0.531154 	[Landau(wv)],[L-R both/1.75(w/tv)]
0.799281 0.531435 	[Landau(wv)],[L-R both/0.5(wv)]
0.799312 0.79283 	[SDom(wv)],[AVGEliminate-[Nauru Borda]/fd]
0.799339 0.531444 	[Landau(wv)],[L-R both/1.25(wv)]
0.799418 0.531019 	[Landau(wv)],[L-R both/2(wv)]
0.799424 0.531188 	[Landau(wv)],[L-R both/1.25(fwv)]
0.799445 0.531174 	[Landau(wv)],[L-R both/2.25(w/tv)]
0.799446 0.604446 	[SDom(wv)],[L-R both/2.25(w/tv)]
0.799476 0.52037 	[Landau(wv)],[Ext-Minmin(w/tv)]
0.799478 0.60807 	[SDom(wv)],[L-R defense/1(wv)]
0.799527 0.531516 	[Landau(wv)],[L-R both/1(wv)]
0.79953 0.529299 	[Landau(wv)],[ODM-arctan(0.001)(w/tv)]
0.799571 0.531351 	[Landau(wv)],[L-R both/1.5(wv)]
0.799628 0.509088 	[Landau(wv)],[Sinkhorn(0.001, +1)(tourn-wv)]
0.799632 0.603537 	[SDom(wv)],[L-R both/2.25(wv)]
0.799726 0.527085 	[Landau(wv)],[ODM-arctan(0.001)(wv)]
0.799745 0.487395 	[Landau(wv)],[Minmax(rel-margins)]
0.79975 0.531826 	[Landau(wv)],[L-R both/0.25(fwv)]
0.799761 0.486212 	[Landau(wv)],[Minmax(PO)]
0.799785 0.527924 	[Landau(wv)],[L-R defense/0.5(rel-margins)]
0.799796 0.525817 	[Landau(wv)],[L-R defense/0.5(fwv)]
0.799809 0.523801 	[Landau(wv)],[ODM-arctan(0.001)(fwv)]
0.79983 0.603506 	[SDom(wv)],[L-R both/2.25(fwv)]
0.799833 0.520291 	[Landau(wv)],[L-R defense/0.25(w/tv)]
0.799839 0.486709 	[Landau(wv)],[Maximin(PO)]
0.799899 0.621424 	[SDom(wv)],[ODM(0.001)(rel-margins)]
0.799909 0.530932 	[Landau(wv)],[L-R both/0.25(rel-margins)]
0.800039 0.486896 	[Landau(wv)],[Minmax(wv)]
0.800042 0.607226 	[SDom(wv)],[L-R defense/0.25(wv)]
0.800056 0.486356 	[Landau(wv)],[Minmax(w/tv)]
0.800092 0.525526 	[Landau(wv)],[L-R defense/0.75(fwv)]
0.800155 0.487377 	[Landau(wv)],[Minmax(fwv)]
0.800165 0.526436 	[Landau(wv)],[L-R defense/0.5(wv)]
0.800229 0.519904 	[Landau(wv)],[L-R defense/0.75(w/tv)]
0.800258 0.606853 	[SDom(wv)],[L-R defense/1(fwv)]
0.800353 0.508271 	[Landau(wv)],[Keener(0.001, +1, raw)(wv)]
0.800375 0.524986 	[Landau(wv)],[Ext-Minmin(fwv)]
0.800387 0.513428 	[Landau(wv)],[ODM-arctan(0.001)(tourn-wv)]
0.800401 0.516818 	[Landau(wv)],[L-R defense/1.25(w/tv)]
0.80053 0.598794 	[SDom(wv)],[Keener(0.001, +1, norm)(fwv)]
0.800591 0.519121 	[Landau(wv)],[L-R defense/1(w/tv)]
0.800598 0.599293 	[SDom(wv)],[Sinkhorn(0.001, +1)(fwv)]
0.800624 0.50235 	[Landau(wv)],[Gradual-[2. order Copeland](None, cardinal)]
0.800692 0.519745 	[Landau(wv)],[L-R defense/2.25(w/tv)]
0.800745 0.59904 	[SDom(wv)],[ODM-arctan(0.001)(w/tv)]
0.800888 0.606214 	[SDom(wv)],[L-R defense/0.25(fwv)]
0.800979 0.520617 	[Landau(wv)],[L-R defense/2(w/tv)]
0.800982 0.606672 	[SDom(wv)],[L-R defense/0.5(wv)]
0.800985 0.517743 	[Landau(wv)],[L-R defense/1.5(w/tv)]
0.801015 0.524565 	[Landau(wv)],[Ext-Minmin(wv)]
0.801059 0.526257 	[Landau(wv)],[Ext-Minmin(rel-margins)]
0.801152 0.607559 	[SDom(wv)],[L-R defense/1.5(wv)]
0.801207 0.29226 	[Condorcet],[Antiplurality]
0.801208 0.640788 	[SDom(wv)],[L-R offense/0.5(rel-margins)]
0.801245 0.598773 	[SDom(wv)],[ODM-arctan(0.001)(wv)]
0.801336 0.519406 	[Landau(wv)],[L-R defense/1.75(w/tv)]
0.801359 0.512169 	[Landau(wv)],[Gradual-[2. order Copeland/2/1](None, cardinal)]
0.801392 0.517245 	[Landau(wv)],[Dodgson-Quick(w/tv)]
0.801725 0.606252 	[SDom(wv)],[L-R defense/0.5(fwv)]
0.801825 0.603982 	[SDom(wv)],[L-R offense/0.5(w/tv)]
0.801841 0.48653 	[Landau(wv)],[Minmax(keener)]
0.801848 0.509249 	[Landau(wv)],[Keener(0.001, +1, raw)(tourn-wv)]
0.802011 0.606962 	[SDom(wv)],[L-R defense/1.25(wv)]
0.802086 0.532126 	[Landau(wv)],[L-R defense/2.25(keener)]
0.80215 0.606613 	[SDom(wv)],[L-R defense/0.75(wv)]
0.802241 0.606642 	[SDom(wv)],[L-R defense/0.75(fwv)]
0.802247 0.515491 	[Landau(wv)],[Sinkhorn(0.001, +1)(wv)]
0.802281 0.606553 	[SDom(wv)],[L-R defense/1.25(fwv)]
0.802325 0.532663 	[Landau(wv)],[L-R offense/0.25(keener)]
0.802502 0.514245 	[Landau(wv)],[ODM(0.001)(wv)]
0.802548 0.518748 	[Landau(wv)],[Sinkhorn(0.001, +1)(w/tv)]
0.802605 0.607692 	[SDom(wv)],[L-R defense/1.5(fwv)]
0.802695 0.0793131 	Random Pair
0.802723 0.509101 	[Landau(wv)],[ODM(0.001)(tourn-wv)]
0.802744 0.685088 	[SDom(wv)],[L-R offense/1(rel-margins)]
0.802751 0.534155 	[Landau(wv)],[L-R both/0.5(rel-margins)]
0.802806 0.533689 	[Landau(wv)],[Keener(0.001, +1, raw)(keener)]
0.802844 0.603893 	[SDom(wv)],[L-R offense/0.25(w/tv)]
0.802864 0.53381 	[Landau(wv)],[L-R defense/1.5(keener)]
0.802898 0.534609 	[Landau(wv)],[L-R both/1.75(keener)]
0.80297 0.530932 	[Landau(wv)],[L-R offense/0.5(keener)]
0.803032 0.610646 	[SDom(wv)],[L-R defense/1.75(fwv)]
0.803069 0.603929 	[SDom(wv)],[L-R offense/0.75(w/tv)]
0.803115 0.739732 	[SDom(wv)],[L-R offense/2(rel-margins)]
0.803131 0.534321 	[Landau(wv)],[L-R offense/1(keener)]
0.803197 0.532543 	[Landau(wv)],[L-R defense/1.25(keener)]
0.803364 0.533782 	[Landau(wv)],[Sinkhorn(0.001, +1)(keener)]
0.803364 0.534219 	[Landau(wv)],[L-R defense/1(keener)]
0.803428 0.532935 	[Landau(wv)],[L-R defense/2(keener)]
0.803482 0.611587 	[SDom(wv)],[L-R defense/2.25(fwv)]
0.8035 0.534589 	[Landau(wv)],[L-R both/0.75(keener)]
0.803517 0.534411 	[Landau(wv)],[L-R both/2(keener)]
0.803566 0.533215 	[Landau(wv)],[L-R defense/1.75(keener)]
0.803603 0.534328 	[Landau(wv)],[L-R offense/1.25(keener)]
0.803608 0.533785 	[Landau(wv)],[L-R defense/0.75(keener)]
0.803641 0.513395 	[Landau(wv)],[ODM(0.001)(fwv)]
0.803645 0.534954 	[Landau(wv)],[Keener(0.001, +1, norm)(keener)]
0.803664 0.610923 	[SDom(wv)],[L-R defense/1.75(wv)]
0.803674 0.534578 	[Landau(wv)],[L-R both/2.25(keener)]
0.803711 0.534138 	[Landau(wv)],[L-R offense/0.75(keener)]
0.803712 0.606659 	[SDom(wv)],[Dodgson-Quick(wv)]
0.803752 0.533996 	[Landau(wv)],[L-R both/1.25(keener)]
0.803755 0.611218 	[SDom(wv)],[L-R defense/2(wv)]
0.803784 0.604929 	[SDom(wv)],[Ext-Minmin(fwv)]
0.803808 0.612082 	[SDom(wv)],[L-R defense/2(fwv)]
0.803816 0.534239 	[Landau(wv)],[ODM-arctan(0.001)(keener)]
0.803822 0.5231 	[Landau(wv)],[L-R defense/0.75(rel-margins)]
0.80388 0.53347 	[Landau(wv)],[L-R both/0.25(keener)]
0.804058 0.518984 	[Landau(wv)],[Gradual-[Copeland](None, ordinal)]
0.804069 0.513073 	[Landau(wv)],[Keener(0.001, +1, raw)(w/tv)]
0.804084 0.534696 	[Landau(wv)],[L-R both/1(keener)]
0.804105 0.524432 	[Landau(wv)],[AVGEliminate-[Borda]/fd]
0.804114 0.489486 	[Condorcet],[Gradual-[Landau(wv)](None, cardinal)]
0.804199 0.534128 	[Landau(wv)],[L-R both/1.5(keener)]
0.804239 0.529237 	[Landau(wv)],[L-R offense/0.75(w/tv)]
0.804254 0.522612 	[Landau(wv)],[AVGEliminate-[NREM-Opt]/fd]
0.804326 0.681697 	[SDom(wv)],[Keener(0.001, +1, raw)(rel-margins)]
0.804425 0.53445 	[Landau(wv)],[L-R both/0.5(keener)]
0.804427 0.604029 	[SDom(wv)],[Ext-Minmin(wv)]
0.804456 0.610117 	[SDom(wv)],[L-R defense/2.25(wv)]
0.804534 0.533588 	[Landau(wv)],[L-R defense/0.5(keener)]
0.804671 0.52928 	[Landau(wv)],[L-R offense/1(w/tv)]
0.804755 0.52906 	[Landau(wv)],[L-R offense/0.5(w/tv)]
0.804759 0.516297 	[Landau(wv)],[ODM(0.001)(w/tv)]
0.804816 0.529 	[Landau(wv)],[L-R offense/0.25(w/tv)]
0.804963 0.535234 	[Landau(wv)],[ODM(0.001)(keener)]
0.805067 0.603671 	[SDom(wv)],[Ext-Minmin(rel-margins)]
0.805103 0.521329 	[Landau(wv)],[ODM(0.001)(rel-margins)]
0.805117 0.716966 	[SDom(wv)],[L-R offense/1.5(rel-margins)]
0.805398 0.535598 	[Landau(wv)],[L-R both/0.75(rel-margins)]
0.805424 0.490478 	[Smith(wv)],[Gradual-[Landau(wv)](None, cardinal)]
0.805449 0.536177 	[Landau(wv)],[L-R offense/1.5(keener)]
0.80574 0.516839 	[Landau(wv)],[Keener(0.001, +1, raw)(fwv)]
0.805782 0.494586 	[Landau(wv)],[Ext-Minmax(rel-margins)]
0.805825 0.601507 	[SDom(wv)],[L-R offense/1(w/tv)]
0.805862 0.489026 	Gradual-[Landau(wv)](None, cardinal)
0.805963 0.607196 	[SDom(wv)],[L-R offense/1.25(w/tv)]
0.806044 0.534437 	[Landau(wv)],[L-R offense/1.75(keener)]
0.806217 0.518032 	[Landau(wv)],[Gradual-[Copeland](None, cardinal)]
0.806221 0.61211 	[SDom(wv)],[L-R defense/2(w/tv)]
0.806308 0.535789 	[Landau(wv)],[L-R defense/2(PO)]
0.806317 0.535773 	[Landau(wv)],[Borda]
0.806551 0.603074 	[SDom(wv)],[L-R defense/0.25(w/tv)]
0.806563 0.534148 	[Landau(wv)],[L-R both/1(PO)]
0.80659 0.604657 	[SDom(wv)],[L-R defense/0.75(w/tv)]
0.806665 0.534143 	[Landau(wv)],[HITS(0.001)(keener)]
0.806722 0.535098 	[Landau(wv)],[L-R offense/0.25(PO)]
0.806754 0.535277 	[Landau(wv)],[L-R offense/2(keener)]
0.806777 0.533953 	[Landau(wv)],[Sinkhorn(0.001, +1)(rel-margins)]
0.8068 0.494947 	[Landau(wv)],[Ext-Minmax(fwv)]
0.806807 0.495876 	[Landau(wv)],[Ext-Minmax(w/tv)]
0.80681 0.535835 	[Landau(wv)],[Keener(0.001, +1, norm)(rel-margins)]
0.806887 0.535827 	[Landau(wv)],[L-R defense/1.5(PO)]
0.806905 0.535335 	[Landau(wv)],[L-R defense/2.25(PO)]
0.806972 0.536488 	[Landau(wv)],[Keener(0.001, +1, raw)(PO)]
0.806977 0.533054 	[Landau(wv)],[ODM-arctan(0.001)(PO)]
0.807035 0.531211 	[Landau(wv)],[L-R offense/2.25(keener)]
0.807035 0.535501 	[Landau(wv)],[L-R both/1(rel-margins)]
0.807153 0.60443 	[SDom(wv)],[L-R defense/0.5(w/tv)]
0.80716 0.535461 	[Landau(wv)],[L-R defense/1.75(PO)]
0.807177 0.520786 	[Landau(wv)],[L-R offense/0.25(rel-margins)]
0.80718 0.534598 	[Landau(wv)],[L-R both/1.25(PO)]
0.807232 0.533262 	[Landau(wv)],[L-R both/1.5(PO)]
0.807282 0.533977 	[Landau(wv)],[L-R defense/0.25(keener)]
0.807288 0.535148 	[Landau(wv)],[L-R defense/1(PO)]
0.807355 0.534973 	[Landau(wv)],[L-R defense/1.25(PO)]
0.807379 0.514808 	[Landau(wv)],[Eliminate-[Borda]/fd]
0.807401 0.505413 	[Landau(wv)],[Eliminate-[NREM-Opt]/fd]
0.80751 0.535384 	[Landau(wv)],[L-R offense/0.5(PO)]
0.807511 0.5347 	[Landau(wv)],[L-R both/1.75(PO)]
0.807532 0.602977 	[SDom(wv)],[L-R defense/1(w/tv)]
0.807604 0.534962 	[Landau(wv)],[L-R offense/0.75(PO)]
0.807942 0.610521 	[SDom(wv)],[L-R defense/2.25(w/tv)]
0.807947 0.528523 	[Landau(wv)],[L-R offense/1.5(w/tv)]
0.808005 0.534183 	[Landau(wv)],[L-R offense/1(PO)]
0.808083 0.523183 	[Landau(wv)],[L-R offense/0.25(fwv)]
0.808222 0.505539 	[Landau(wv)],[L-R defense/2.25(rel-margins)]
0.808236 0.527963 	[Landau(wv)],[L-R offense/1.25(w/tv)]
0.808261 0.523078 	[Landau(wv)],[L-R offense/0.75(wv)]
0.808397 0.522734 	[Landau(wv)],[L-R offense/0.5(wv)]
0.808465 0.522161 	[Landau(wv)],[L-R offense/0.25(wv)]
0.808566 0.477726 	[Landau(wv)],[Ranked Pairs(tourn-wv)]
0.80859 0.522568 	[Landau(wv)],[L-R offense/0.75(fwv)]
0.808667 0.522562 	[Landau(wv)],[L-R offense/1(fwv)]
0.808745 0.516807 	[Landau(wv)],[L-R defense/1.25(rel-margins)]
0.808756 0.535898 	[Landau(wv)],[L-R both/0.5(PO)]
0.80884 0.522725 	[Landau(wv)],[L-R offense/0.5(fwv)]
0.808909 0.602458 	[SDom(wv)],[L-R defense/1.25(w/tv)]
0.808935 0.532986 	[Landau(wv)],[Cardinal-10]
0.808977 0.517658 	[Landau(wv)],[L-R defense/1(rel-margins)]
0.808982 0.49494 	[Landau(wv)],[Ext-Minmax(wv)]
0.809067 0.534773 	[Landau(wv)],[L-R both/2(PO)]
0.809266 0.607458 	[SDom(wv)],[L-R offense/1.5(w/tv)]
0.809317 0.523412 	[Landau(wv)],[L-R offense/1(wv)]
0.809382 0.535567 	[Landau(wv)],[Sinkhorn(0.001, +1)(PO)]
0.809392 0.534928 	[Landau(wv)],[L-R offense/1.25(PO)]
0.809451 0.483647 	[Landau(wv)],[Eliminate-[VoteForAgainst]/fd]
0.809499 0.51521 	[Landau(wv)],[L-R defense/1.5(rel-margins)]
0.809528 0.522795 	[Landau(wv)],[L-R offense/1.5(fwv)]
0.809574 0.608095 	[SDom(wv)],[L-R defense/1.75(w/tv)]
0.809669 0.522753 	[Landau(wv)],[L-R offense/1.25(wv)]
0.809693 0.605078 	[SDom(wv)],[L-R defense/1.5(w/tv)]
0.809821 0.536875 	[Landau(wv)],[L-R both/0.75(PO)]
0.809862 0.671761 	[SDom(wv)],[Schulze(w/tv)]
0.809888 0.511215 	[Landau(wv)],[L-R defense/1.75(rel-margins)]
0.809941 0.703955 	[SDom(wv)],[L-R offense/1.25(rel-margins)]
0.809945 0.527772 	[Landau(wv)],[L-R offense/1.75(w/tv)]
0.81009 0.536179 	[Landau(wv)],[L-R both/0.25(PO)]
0.810126 0.495663 	[Landau(wv)],[Ext-Minmax(PO)]
0.810145 0.599841 	[SDom(wv)],[ODM-arctan(0.001)(fwv)]
0.810247 0.532352 	[Landau(wv)],[NREM-Opt]
0.810265 0.536179 	[Landau(wv)],[ODM(0.001)(PO)]
0.81038 0.535878 	[Landau(wv)],[L-R both/2.25(PO)]
0.810395 0.533651 	[Landau(wv)],[Dodgson-Quick(PO)]
0.810444 0.522494 	[Landau(wv)],[L-R offense/1.25(fwv)]
0.810559 0.522788 	[Landau(wv)],[L-R offense/1.5(wv)]
0.810563 0.535082 	[Landau(wv)],[L-R defense/0.75(PO)]
0.8106 0.533406 	[Landau(wv)],[L-R defense/0.25(PO)]
0.810774 0.533997 	[Landau(wv)],[L-R offense/1.75(PO)]
0.810933 0.52295 	[Landau(wv)],[L-R offense/1.75(fwv)]
0.810954 0.533491 	[Landau(wv)],[L-R defense/0.5(PO)]
0.811007 0.496205 	[Landau(wv)],[Ext-Minmax(keener)]
0.811009 0.510917 	[Landau(wv)],[HITS(0.001)(tourn-wv)]
0.811011 0.523864 	[Landau(wv)],[L-R offense/1.75(wv)]
0.811016 0.534116 	[Landau(wv)],[L-R offense/1.5(PO)]
0.811139 0.60438 	[SDom(wv)],[Dodgson-Quick(w/tv)]
0.811234 0.595734 	[SDom(wv)],[Ext-Minmin(w/tv)]
0.811369 0.613224 	[SDom(wv)],[L-R offense/0.25(rel-margins)]
0.81149 0.523422 	[Landau(wv)],[L-R offense/2(wv)]
0.811536 0.532624 	[Landau(wv)],[Cardinal-10(norm)]
0.811576 0.526365 	[Landau(wv)],[L-R offense/2.25(w/tv)]
0.81159 0.522962 	[Landau(wv)],[L-R offense/2.25(fwv)]
0.811804 0.671969 	[SDom(wv)],[Schulze(fwv)]
0.811845 0.523345 	[Landau(wv)],[L-R offense/2(fwv)]
0.811959 0.527833 	[Landau(wv)],[L-R offense/2(w/tv)]
0.812033 0.477527 	[Landau(wv)],[Mode-Ratings]
0.812166 0.526351 	[Landau(wv)],[ODM-arctan(0.001)(rel-margins)]
0.81227 0.524041 	[Landau(wv)],[L-R offense/2.25(wv)]
0.812322 0.837436 	[SDom(wv)],[Ext-Minmin(PO)]
0.812437 0.533768 	[Landau(wv)],[HITS(0.001)(PO)]
0.812492 0.598097 	[SDom(wv)],[L-R defense/2(tourn-wv)]
0.812607 0.597863 	[SDom(wv)],[L-R defense/0.25(tourn-wv)]
0.812611 0.535602 	[Landau(wv)],[L-R both/1.25(rel-margins)]
0.81265 0.510798 	[Landau(wv)],[L-R defense/2(rel-margins)]
0.812739 0.533584 	[Landau(wv)],[L-R offense/2.25(PO)]
0.812754 0.598002 	[SDom(wv)],[Ext-Minmax(tourn-wv)]
0.81295 0.668377 	[SDom(wv)],[Schulze(rel-margins)]
0.812967 0.518048 	[Landau(wv)],[HITS(0.001)(w/tv)]
0.813186 0.601865 	[SDom(wv)],[L-R offense/0.25(fwv)]
0.813234 0.602364 	[SDom(wv)],[L-R offense/0.5(wv)]
0.813245 0.612069 	[SDom(wv)],[L-R offense/1.75(w/tv)]
0.81335 0.5974 	[SDom(wv)],[Ext-Minmin(tourn-wv)]
0.813405 0.590902 	[SDom(wv)],[L-R both/2.25(tourn-wv)]
0.813526 0.597301 	[SDom(wv)],[Dodgson-Quick(tourn-wv)]
0.813554 0.524733 	[Landau(wv)],[L-R offense/0.5(rel-margins)]
0.813658 0.598579 	[SDom(wv)],[L-R defense/2.25(tourn-wv)]
0.813687 0.478077 	[Landau(wv)],[AVGEliminate-[Antiplurality]/fd]
0.813693 0.532965 	[Landau(wv)],[L-R offense/2(PO)]
0.813739 0.597994 	[SDom(wv)],[L-R defense/0.75(tourn-wv)]
0.813808 0.602214 	[SDom(wv)],[L-R offense/0.5(fwv)]
0.813809 0.601653 	[SDom(wv)],[L-R offense/0.75(fwv)]
0.813824 0.60216 	[SDom(wv)],[L-R offense/0.75(wv)]
0.813834 0.465736 	[Landau(wv)],[Antiplurality]
0.81385 0.597279 	[SDom(wv)],[L-R defense/1.25(tourn-wv)]
0.813997 0.482933 	[Landau(wv)],[Eliminate-[Antiplurality]/fd]
0.814017 0.51825 	[Landau(wv)],[HITS(0.001)(wv)]
0.814058 0.491501 	[Landau(wv)],[Gradual-[Landau(wv)](None, cardinal)]
0.814117 0.598343 	[SDom(wv)],[L-R defense/1(tourn-wv)]
0.814244 0.592152 	[SDom(wv)],[L-R both/1.25(tourn-wv)]
0.814272 0.601761 	[SDom(wv)],[L-R offense/0.25(wv)]
0.814331 0.611098 	[SDom(wv)],[L-R offense/2(w/tv)]
0.814366 0.598618 	[SDom(wv)],[L-R defense/0.5(tourn-wv)]
0.814475 0.591605 	[SDom(wv)],[L-R both/1(tourn-wv)]
0.814628 0.519627 	[Landau(wv)],[HITS(0.001)(fwv)]
0.814643 0.591318 	[SDom(wv)],[L-R both/0.25(tourn-wv)]
0.814661 0.535532 	[Landau(wv)],[L-R both/1.5(rel-margins)]
0.814777 0.670223 	[SDom(wv)],[Schulze(PO)]
0.814939 0.598032 	[SDom(wv)],[L-R defense/1.5(tourn-wv)]
0.814986 0.591798 	[SDom(wv)],[L-R both/2(tourn-wv)]
0.815018 0.670705 	[SDom(wv)],[Schulze(wv)]
0.815095 0.596962 	[SDom(wv)],[Dodgson-Quick(rel-margins)]
0.81522 0.599014 	[SDom(wv)],[Dodgson-Quick(fwv)]
0.8153 0.60276 	[SDom(wv)],[L-R offense/1(wv)]
0.815302 0.602252 	[SDom(wv)],[L-R offense/1(fwv)]
0.815613 0.591752 	[SDom(wv)],[L-R both/0.5(tourn-wv)]
0.81576 0.596726 	[SDom(wv)],[L-R defense/1.75(tourn-wv)]
0.815794 0.59179 	[SDom(wv)],[L-R both/0.75(tourn-wv)]
0.815802 0.494275 	[Landau(wv)],[AVGEliminate-[VoteForAgainst]/fd]
0.815888 0.616198 	[SDom(wv)],[L-R offense/2.25(w/tv)]
0.816034 0.591436 	[SDom(wv)],[L-R both/1.5(tourn-wv)]
0.816098 0.670112 	[SDom(wv)],[Schulze(keener)]
0.81668 0.592661 	[SDom(wv)],[L-R both/1.75(tourn-wv)]
0.81698 0.468357 	[Landau(wv)],[Eliminate-[Plurality]/fd]
0.817033 0.532493 	[Landau(wv)],[Keener(0.001, +1, norm)(PO)]
0.817348 0.603677 	[SDom(wv)],[L-R offense/1.25(fwv)]
0.81747 0.507536 	[Condorcet],[Gradual-[Landau(wv)](None, ordinal)]
0.817554 0.524912 	[Landau(wv)],[L-R offense/0.75(rel-margins)]
0.817633 0.599178 	[SDom(wv)],[Gradual-[Copeland](None, ordinal)]
0.81783 0.485712 	[Landau(wv)],[AVGEliminate-[Nauru Borda]/fd]
0.817959 0.606283 	[SDom(wv)],[L-R offense/1.5(wv)]
0.817985 0.606486 	[SDom(wv)],[L-R offense/1.5(fwv)]
0.81809 0.603731 	[SDom(wv)],[L-R offense/1.25(wv)]
0.818189 0.532875 	[Landau(wv)],[L-R both/1.75(rel-margins)]
0.818317 0.487407 	[Landau(wv)],[Eliminate-[Nauru Borda]/fd]
0.818403 0.601823 	[SDom(wv)],[Gradual-[Copeland](None, cardinal)]
0.818451 0.502721 	[Landau(wv)],[Gradual-[Landau(wv)](None, ordinal)]
0.818551 0.508715 	Gradual-[Landau(wv)](None, ordinal)
0.818608 0.508056 	[Smith(wv)],[Gradual-[Landau(wv)](None, ordinal)]
0.818687 0.83632 	[SDom(wv)],[Ext-Minmin(keener)]
0.818912 0.53245 	[Landau(wv)],[L-R both/2(rel-margins)]
0.81927 0.662681 	[SDom(wv)],[Gradual-[Schwartz(wv)](None, cardinal)]
0.820054 0.494817 	[Landau(wv)],[VMedianOS-10(norm, tiebreak)]
0.82031 0.594006 	[SDom(wv)],[Sinkhorn(0.001, +1)(w/tv)]
0.82057 0.526749 	[Landau(wv)],[L-R both/2.25(rel-margins)]
0.821136 0.591447 	[SDom(wv)],[Sinkhorn(0.001, +1)(wv)]
0.821413 0.618376 	[SDom(wv)],[HITS(0.001)(w/tv)]
0.82167 0.463228 	[Landau(wv)],[Random Pair]
0.821993 0.609924 	[SDom(wv)],[L-R offense/1.75(fwv)]
0.822043 0.595767 	[SDom(wv)],[Copeland]
0.822244 0.475616 	[Landau(wv)],[AVGEliminate-[Plurality]/fd]
0.822304 0.488917 	[Landau(wv)],[VoteForAgainst]
0.822312 0.493813 	[Landau(wv)],[VMedianOS-10(tiebreak)]
0.822376 0.610216 	[SDom(wv)],[L-R offense/1.75(wv)]
0.822422 0.491311 	[Landau(wv)],[Nauru Borda]
0.822525 0.609066 	[SDom(wv)],[L-R offense/2(fwv)]
0.822659 0.523554 	[Landau(wv)],[L-R offense/1(rel-margins)]
0.822852 0.596535 	[SDom(wv)],[L-R offense/1.25(tourn-wv)]
0.82287 0.595648 	[SDom(wv)],[Copeland]
0.822876 0.523387 	[Landau(wv)],[Keener(0.001, +1, raw)(rel-margins)]
0.82301 0.59607 	[SDom(wv)],[L-R offense/0.5(tourn-wv)]
0.8231 0.595383 	[SDom(wv)],[L-R offense/1.5(tourn-wv)]
0.823204 0.596453 	[SDom(wv)],[Copeland]
0.823274 0.595735 	[SDom(wv)],[L-R offense/2.25(tourn-wv)]
0.823304 0.596091 	[SDom(wv)],[Copeland]
0.823325 0.586327 	[SDom(wv)],[Gradual-[2. order Copeland/2/1](None, ordinal)]
0.823337 0.590487 	[SDom(wv)],[Sinkhorn(0.001, +1)(tourn-wv)]
0.823398 0.60879 	[SDom(wv)],[L-R offense/2(wv)]
0.823401 0.596803 	[SDom(wv)],[Copeland]
0.823434 0.659984 	[SDom(wv)],[Gradual-[Schwartz(wv)](None, ordinal)]
0.823441 0.595937 	[SDom(wv)],[L-R offense/1.75(tourn-wv)]
0.823682 0.596155 	[SDom(wv)],[Copeland]
0.823855 0.59604 	[SDom(wv)],[L-R offense/0.75(tourn-wv)]
0.823982 0.596407 	[SDom(wv)],[Copeland]
0.824013 0.596743 	[SDom(wv)],[L-R offense/1(tourn-wv)]
0.82431 0.596967 	[SDom(wv)],[L-R offense/0.25(tourn-wv)]
0.824443 0.596742 	[SDom(wv)],[L-R offense/2(tourn-wv)]
0.824575 0.476806 	[Landau(wv)],[Plurality]
0.825247 0.582868 	[SDom(wv)],[Keener(0.001, +1, norm)(tourn-wv)]
0.825345 0.522716 	[Landau(wv)],[L-R offense/1.25(rel-margins)]
0.825434 0.611274 	[SDom(wv)],[L-R offense/2.25(fwv)]
0.825695 0.519987 	[Landau(wv)],[L-R offense/1.5(rel-margins)]
