0 0.872558 	Dodgson-Quick(keener)
0.696765 0.387957 	[CGTT(wv)],[L-R offense/0.25(rel-margins)]
0.696766 0.387927 	[Landau(wv)],[L-R offense/1.75(w/tv)]
0.696767 0.387876 	[Schwartz(wv)],[L-R offense/2.25(wv)]
0.696767 0.387911 	[CDTT(wv)],[L-R offense/0.25(wv)]
0.696768 0.38793 	[CDTT(wv)],[L-R offense/1.5(fwv)]
0.696769 0.387992 	[CGTT(wv)],[L-R offense/1.25(fwv)]
0.696771 0.387876 	[CDTT(wv)],[L-R offense/1.25(wv)]
0.696773 0.387876 	[Schwartz(wv)],[L-R offense/1.5(fwv)]
0.696775 0.387991 	[Smith(wv)],[L-R offense/0.25(w/tv)]
0.696777 0.388002 	[Schwartz(wv)],[L-R offense/1.25(fwv)]
0.696779 0.38793 	[Condorcet],[L-R offense/1.75(w/tv)]
0.69678 0.387859 	[CDTT(wv)],[L-R offense/1(rel-margins)]
0.69678 0.387998 	[Schwartz(wv)],[L-R offense/1.5(w/tv)]
0.696781 0.387894 	L-R offense/0.75(w/tv)
0.696782 0.388023 	[Schwartz(wv)],[L-R offense/2(wv)]
0.696784 0.387928 	[CGTT(wv)],[Maximin(fwv)]
0.696786 0.388052 	[Schwartz(wv)],[L-R offense/0.75(wv)]
0.696789 0.387939 	[Condorcet],[L-R offense/2.25(w/tv)]
0.69679 0.38795 	[CDTT(wv)],[L-R offense/0.25(w/tv)]
0.696792 0.387879 	[CGTT(wv)],[Maximin(wv)]
0.696792 0.387938 	[Schwartz(wv)],[L-R offense/0.5(wv)]
0.696794 0.387964 	[Schwartz(wv)],[L-R offense/0.25(wv)]
0.696795 0.387973 	[MDD(sum)(wv)],[L-R offense/0.25(wv)]
0.696797 0.387953 	[MDD(sum)(wv)],[L-R offense/1.25(wv)]
0.696798 0.387888 	[CDTT(wv)],[Maximin(rel-margins)]
0.6968 0.387901 	[Landau(wv)],[L-R offense/1(w/tv)]
0.696802 0.387878 	[Schwartz(wv)],[L-R offense/1(w/tv)]
0.696802 0.387957 	[Schwartz(wv)],[L-R offense/2.25(fwv)]
0.696803 0.387881 	[CDTT(wv)],[L-R offense/0.75(wv)]
0.696803 0.387915 	[Smith(wv)],[L-R offense/1.75(w/tv)]
0.696803 0.388012 	[Schwartz(wv)],[L-R offense/1(rel-margins)]
0.696805 0.387981 	[CGTT(wv)],[Maximin(rel-margins)]
0.696807 0.387955 	[MDD(sum)(wv)],[L-R offense/0.75(wv)]
0.696807 0.38807 	[Schwartz(wv)],[L-R offense/0.25(fwv)]
0.696813 0.387912 	L-R offense/0.25(w/tv)
0.696814 0.387974 	L-R offense/1(w/tv)
0.696814 0.387997 	[CGTT(wv)],[L-R offense/1(fwv)]
0.696816 0.387907 	[Smith(wv)],[L-R offense/1.25(w/tv)]
0.696816 0.387965 	[Landau(wv)],[L-R offense/0.75(w/tv)]
0.696816 0.387987 	[CGTT(wv)],[L-R offense/1.25(rel-margins)]
0.696819 0.387828 	L-R offense/1.25(w/tv)
0.696819 0.38786 	[CGTT(wv)],[L-R offense/2(fwv)]
0.696821 0.388032 	[Schwartz(wv)],[L-R offense/0.5(fwv)]
0.696823 0.387942 	[CGTT(wv)],[L-R offense/2(w/tv)]
0.696826 0.387877 	[CGTT(wv)],[L-R offense/2.25(w/tv)]
0.696826 0.387998 	[CDTT(wv)],[Maximin(fwv)]
0.696829 0.387927 	[CDTT(wv)],[L-R offense/2.25(w/tv)]
0.696829 0.387952 	[Schwartz(wv)],[L-R offense/0.25(w/tv)]
0.696829 0.387981 	[MDD(sum)(wv)],[L-R offense/0.5(w/tv)]
0.69683 0.387827 	[CGTT(wv)],[L-R offense/1.75(wv)]
0.696834 0.387875 	[CGTT(wv)],[L-R offense/0.75(w/tv)]
0.696835 0.387913 	L-R offense/1.75(w/tv)
0.696835 0.38792 	[MDD(sum)(wv)],[Maximin(fwv)]
0.696839 0.387814 	[Smith(wv)],[L-R offense/1.5(w/tv)]
0.696839 0.387885 	[CGTT(wv)],[L-R offense/1.5(rel-margins)]
0.69684 0.387873 	[Schwartz(wv)],[L-R offense/0.75(w/tv)]
0.69684 0.387907 	[MDD(sum)(wv)],[L-R offense/1.5(w/tv)]
0.69684 0.388028 	[MDD(sum)(wv)],[L-R offense/2(w/tv)]
0.696842 0.387866 	[MDD(sum)(wv)],[L-R offense/0.5(fwv)]
0.696842 0.387924 	[CGTT(wv)],[L-R offense/0.75(wv)]
0.696842 0.387958 	[CGTT(wv)],[L-R offense/2.25(rel-margins)]
0.696844 0.387872 	[CDTT(wv)],[L-R offense/2.25(fwv)]
0.696844 0.387983 	[CDTT(wv)],[L-R offense/1(w/tv)]
0.696845 0.388039 	[Condorcet],[L-R offense/0.75(w/tv)]
0.696846 0.387926 	[MDD(sum)(wv)],[L-R offense/2.25(fwv)]
0.696846 0.387954 	[Smith(wv)],[L-R offense/0.75(w/tv)]
0.696847 0.387936 	[Schwartz(wv)],[Maximin(wv)]
0.696848 0.387917 	[Schwartz(wv)],[Maximin(rel-margins)]
0.696849 0.387983 	[CDTT(wv)],[L-R offense/0.25(fwv)]
0.69685 0.387933 	[CGTT(wv)],[L-R offense/1.5(wv)]
0.69685 0.38804 	[CDTT(wv)],[L-R offense/1.25(fwv)]
0.696851 0.387886 	[MDD(sum)(wv)],[L-R offense/1(wv)]
0.696856 0.38796 	[Schwartz(wv)],[L-R offense/0.5(w/tv)]
0.696857 0.38802 	[CDTT(wv)],[L-R offense/0.5(rel-margins)]
0.696857 0.388104 	[MDD(sum)(wv)],[L-R offense/0.5(wv)]
0.69686 0.387888 	[CGTT(wv)],[L-R offense/0.5(w/tv)]
0.69686 0.387897 	[MDD(sum)(wv)],[L-R offense/1.5(fwv)]
0.696861 0.387983 	[MDD(sum)(wv)],[L-R offense/0.25(w/tv)]
0.696861 0.387993 	[Landau(wv)],[L-R offense/1.25(w/tv)]
0.696862 0.387881 	[MDD(sum)(wv)],[L-R offense/0.75(fwv)]
0.696863 0.387913 	[MDD(sum)(wv)],[L-R offense/1.75(fwv)]
0.696864 0.387943 	[CGTT(wv)],[L-R offense/0.5(wv)]
0.696866 0.387906 	[Schwartz(wv)],[L-R offense/1(fwv)]
0.696868 0.387944 	[CDTT(wv)],[L-R offense/0.25(rel-margins)]
0.696869 0.387885 	[CDTT(wv)],[L-R offense/1.75(w/tv)]
0.69687 0.387948 	[CGTT(wv)],[L-R offense/1.75(w/tv)]
0.69687 0.3879 	[CGTT(wv)],[L-R offense/2.25(wv)]
0.696873 0.387983 	[CDTT(wv)],[L-R offense/0.5(wv)]
0.696876 0.387947 	[CGTT(wv)],[L-R offense/0.25(fwv)]
0.69688 0.387861 	[CGTT(wv)],[L-R offense/1.25(wv)]
0.69688 0.387918 	[CGTT(wv)],[L-R offense/0.5(fwv)]
0.696881 0.387864 	[MDD(sum)(wv)],[L-R offense/1.5(rel-margins)]
0.696881 0.387933 	[MDD(sum)(wv)],[L-R offense/2.25(wv)]
0.696882 0.387895 	[Schwartz(wv)],[L-R offense/0.75(rel-margins)]
0.696882 0.387899 	L-R offense/1.5(w/tv)
0.696888 0.388066 	[MDD(sum)(wv)],[L-R offense/2.25(w/tv)]
0.696889 0.387964 	[Schwartz(wv)],[L-R offense/1.25(wv)]
0.696892 0.387924 	[MDD(sum)(wv)],[L-R offense/0.25(fwv)]
0.696898 0.387948 	[CDTT(wv)],[L-R offense/2(w/tv)]
0.696899 0.388027 	[CGTT(wv)],[L-R offense/1(w/tv)]
0.6969 0.38789 	[Smith(wv)],[L-R offense/2.25(w/tv)]
0.696902 0.387868 	[CGTT(wv)],[L-R offense/2(wv)]
0.696902 0.387886 	[CGTT(wv)],[L-R offense/1.75(fwv)]
0.696902 0.387915 	[Schwartz(wv)],[L-R offense/1.75(rel-margins)]
0.696902 0.387917 	[CDTT(wv)],[L-R offense/1.75(rel-margins)]
0.696902 0.38792 	[CGTT(wv)],[L-R offense/1.25(w/tv)]
0.696904 0.387921 	[MDD(sum)(wv)],[L-R offense/1(rel-margins)]
0.696905 0.387886 	[CGTT(wv)],[L-R offense/0.25(w/tv)]
0.696906 0.387897 	[CGTT(wv)],[L-R offense/2(rel-margins)]
0.696909 0.387918 	L-R offense/2(w/tv)
0.69691 0.387926 	[CDTT(wv)],[Maximin(wv)]
0.696916 0.388 	[MDD(sum)(wv)],[L-R offense/1.25(fwv)]
0.696919 0.387947 	[CDTT(wv)],[L-R offense/1.5(w/tv)]
0.69692 0.387976 	[MDD(sum)(wv)],[L-R offense/1.75(rel-margins)]
0.696924 0.387924 	L-R offense/0.5(w/tv)
0.696929 0.387822 	[Schwartz(wv)],[L-R offense/0.5(rel-margins)]
0.69693 0.387927 	[Schwartz(wv)],[L-R offense/2(w/tv)]
0.696931 0.387855 	[CDTT(wv)],[L-R offense/0.5(fwv)]
0.696932 0.387903 	[MDD(sum)(wv)],[L-R offense/1.5(wv)]
0.696933 0.387868 	[MDD(sum)(wv)],[L-R offense/0.25(rel-margins)]
0.696933 0.387928 	[CGTT(wv)],[L-R offense/0.75(rel-margins)]
0.696934 0.387928 	[CDTT(wv)],[L-R offense/2(fwv)]
0.696935 0.387964 	[Schwartz(wv)],[L-R offense/2(fwv)]
0.696938 0.387946 	[Landau(wv)],[L-R offense/0.5(w/tv)]
0.69694 0.387924 	[Condorcet],[L-R offense/0.25(w/tv)]
0.69694 0.387998 	[CDTT(wv)],[L-R offense/1.25(w/tv)]
0.696942 0.387982 	[MDD(sum)(wv)],[L-R offense/1(w/tv)]
0.696947 0.387882 	[Schwartz(wv)],[L-R offense/2.25(w/tv)]
0.696947 0.38793 	[CDTT(wv)],[L-R offense/0.75(rel-margins)]
0.696948 0.387946 	[Schwartz(wv)],[L-R offense/2(rel-margins)]
0.696948 0.388028 	[Schwartz(wv)],[L-R offense/1.5(wv)]
0.696949 0.38797 	[CGTT(wv)],[L-R offense/1.5(w/tv)]
0.69695 0.387902 	[MDD(sum)(wv)],[L-R offense/1.75(w/tv)]
0.696951 0.387929 	[CGTT(wv)],[L-R offense/1.75(rel-margins)]
0.696952 0.387931 	[Condorcet],[L-R offense/2(w/tv)]
0.696952 0.38798 	[Schwartz(wv)],[L-R offense/0.75(fwv)]
0.696954 0.387912 	[MDD(sum)(wv)],[L-R offense/2(wv)]
0.696955 0.387907 	[CDTT(wv)],[L-R offense/0.75(w/tv)]
0.696959 0.387997 	[CDTT(wv)],[L-R offense/2.25(rel-margins)]
0.69696 0.387992 	[Smith(wv)],[L-R offense/0.5(w/tv)]
0.696964 0.387875 	[Condorcet],[L-R offense/1.25(w/tv)]
0.696965 0.38798 	[MDD(sum)(wv)],[L-R offense/2(fwv)]
0.696966 0.387877 	[Schwartz(wv)],[L-R offense/2.25(rel-margins)]
0.696968 0.387956 	[MDD(sum)(wv)],[Maximin(wv)]
0.696971 0.387846 	[CDTT(wv)],[L-R offense/1(fwv)]
0.696972 0.387845 	[CGTT(wv)],[L-R offense/1(wv)]
0.696974 0.387995 	[CDTT(wv)],[L-R offense/1.75(fwv)]
0.696975 0.387855 	[MDD(sum)(wv)],[L-R offense/2.25(rel-margins)]
0.696986 0.387891 	[MDD(sum)(wv)],[L-R offense/1.25(w/tv)]
0.69699 0.387862 	[MDD(sum)(wv)],[L-R offense/1.25(rel-margins)]
0.696991 0.362687 	[Landau(wv)],[HITS(0.001)(rel-margins)]
0.696992 0.387917 	[MDD(sum)(wv)],[L-R offense/1(fwv)]
0.696999 0.387921 	[Schwartz(wv)],[L-R offense/1.75(fwv)]
0.697001 0.387887 	[Schwartz(wv)],[L-R offense/1.75(w/tv)]
0.697003 0.387918 	[Smith(wv)],[L-R offense/2(w/tv)]
0.697007 0.387854 	[CDTT(wv)],[L-R offense/2(rel-margins)]
0.697008 0.362689 	[Condorcet],[Ext-Minmin(keener)]
0.697012 0.387957 	[CGTT(wv)],[L-R offense/1.5(fwv)]
0.697013 0.388003 	[CDTT(wv)],[L-R offense/1(wv)]
0.697032 0.387986 	[MDD(sum)(wv)],[L-R offense/1.75(wv)]
0.697033 0.387904 	[MDD(sum)(wv)],[L-R offense/0.75(rel-margins)]
0.697045 0.362825 	Gradual-[Copeland](None, ordinal)
0.69705 0.36276 	[Landau(wv)],[Gradual-[Copeland](None, ordinal)]
0.697053 0.362696 	[Landau(wv)],[HITS(0.001)(wv)]
0.697056 0.387921 	[CDTT(wv)],[L-R offense/0.5(w/tv)]
0.697071 0.387862 	[Smith(wv)],[L-R offense/1(w/tv)]
0.697073 0.362688 	[Condorcet],[HITS(0.001)(rel-margins)]
0.697085 0.362539 	[Smith(wv)],[Ext-Minmin(keener)]
0.697089 0.362823 	HITS(0.001)(fwv)
0.697103 0.362629 	[Landau(wv)],[Ext-Minmin(PO)]
0.697104 0.249974 	L-R both/0.75(PO)
0.697106 0.362743 	[Condorcet],[Gradual-[Copeland](None, cardinal)]
0.697108 0.250157 	L-R both/2.25(PO)
0.697121 0.362567 	[Smith(wv)],[Gradual-[Copeland](None, cardinal)]
0.697135 0.362868 	[Landau(wv)],[Ext-Minmin(keener)]
0.697142 0.250127 	L-R both/0.25(PO)
0.697143 0.349886 	[MDD(sum)(wv)],[Keener(0.001, +1, raw)(w/tv)]
0.697156 0.362803 	[Condorcet],[HITS(0.001)(fwv)]
0.697156 0.362911 	[Smith(wv)],[Ext-Minmin(PO)]
0.697173 0.362981 	[Smith(wv)],[HITS(0.001)(fwv)]
0.69718 0.362764 	[Smith(wv)],[Gradual-[Copeland](None, ordinal)]
0.697182 0.362782 	[Smith(wv)],[HITS(0.001)(rel-margins)]
0.697191 0.362664 	[Condorcet],[HITS(0.001)(wv)]
0.697194 0.362785 	[Landau(wv)],[Gradual-[Copeland](None, cardinal)]
0.697204 0.362695 	[Condorcet],[Gradual-[Copeland](None, ordinal)]
0.697209 0.362935 	Gradual-[Copeland](None, cardinal)
0.697221 0.362809 	[Condorcet],[Ext-Minmin(PO)]
0.697243 0.36269 	HITS(0.001)(wv)
0.69726 0.362728 	[Smith(wv)],[HITS(0.001)(wv)]
0.697266 0.250202 	ODM(0.001)(PO)
0.69728 0.362888 	[Landau(wv)],[HITS(0.001)(fwv)]
0.69734 0.250019 	L-R both/0.5(PO)
0.697552 0.249921 	Sinkhorn(0.001, +1)(PO)
0.698441 0.261844 	NREM-Opt
0.699992 0.272181 	Keener(0.001, +1, norm)(rel-margins)
0.700063 0.442387 	[Condorcet],[Eliminate-[Nauru Borda]/fd]
0.701152 0.45124 	[Smith(wv)],[Eliminate-[Plurality]/fd]
0.701397 0.453952 	[Condorcet],[Minmax(rel-margins)]
0.701489 0.453412 	[Condorcet],[Minmax(w/tv)]
0.702149 0.453838 	[Condorcet],[Minmax(keener)]
0.702364 0.454229 	[Condorcet],[Minmax(fwv)]
0.702366 0.453556 	[Condorcet],[Minmax(PO)]
0.70249 0.368492 	[Condorcet],[Keener(0.001, +1, raw)(rel-margins)]
0.702499 0.454493 	[Condorcet],[Maximin(keener)]
0.702541 0.225071 	[SDom(wv)],[Keener(0.001, +1, raw)(rel-margins)]
0.702567 0.450193 	[MDD(sum)(wv)],[Eliminate-[Plurality]/fd]
0.702667 0.368575 	[Smith(wv)],[Keener(0.001, +1, raw)(rel-margins)]
0.702719 0.368387 	[Landau(wv)],[Keener(0.001, +1, raw)(rel-margins)]
0.702832 0.450617 	[Landau(wv)],[Eliminate-[Plurality]/fd]
0.703031 0.45371 	[Condorcet],[Minmax(wv)]
0.703433 0.455622 	[Condorcet],[Maximin(PO)]
0.704141 0.324609 	L-R both/0.75(rel-margins)
0.707188 0.427803 	[CGTT(wv)],[Plurality]
0.707354 0.428632 	[CDTT(wv)],[Plurality]
0.707444 0.440235 	[MDD(sum)(wv)],[AVGEliminate-[Plurality]/fd]
0.707499 0.427649 	[Schwartz(wv)],[Plurality]
0.707631 0.254735 	[SDom(wv)],[L-R offense/0.5(rel-margins)]
0.708041 0.359429 	[MDD(sum)(wv)],[Nauru Borda]
0.70904 0.294064 	Sinkhorn(0.001, +1)(rel-margins)
0.70907 0.293878 	L-R both/1.25(PO)
0.709078 0.294088 	ODM-arctan(0.001)(PO)
0.709232 0.293829 	L-R both/1.5(PO)
0.709689 0.293792 	L-R both/1.75(PO)
0.711411 0.44925 	[SDom(wv)],[L-R defense/1.75(w/tv)]
0.711579 0.45082 	[SDom(wv)],[L-R defense/2(w/tv)]
0.712383 0.449539 	[SDom(wv)],[Dodgson-Quick(w/tv)]
0.712502 0.448942 	[SDom(wv)],[L-R defense/0.5(w/tv)]
0.712553 0.448648 	[SDom(wv)],[L-R defense/1.25(w/tv)]
0.71271 0.45059 	[SDom(wv)],[Ext-Minmin(w/tv)]
0.712777 0.44951 	[SDom(wv)],[L-R defense/0.75(w/tv)]
0.712953 0.451168 	[SDom(wv)],[L-R defense/1(w/tv)]
0.713045 0.450657 	[SDom(wv)],[L-R defense/0.25(w/tv)]
0.713122 0.451121 	[SDom(wv)],[L-R defense/1.5(w/tv)]
0.713378 0.449477 	[SDom(wv)],[L-R defense/2.25(w/tv)]
0.714994 0.415726 	[MDD(sum)(wv)],[Ranked Pairs(w/tv)]
0.714994 0.415997 	[Smith(wv)],[Ranked Pairs(wv)]
0.715015 0.416509 	[CGTT(wv)],[Ranked Pairs(keener)]
0.715041 0.415481 	Ranked Pairs(rel-margins)
0.715084 0.41585 	[Condorcet],[Ranked Pairs(rel-margins)]
0.715089 0.415832 	[CDTT(wv)],[Ranked Pairs(w/tv)]
0.715148 0.415753 	[Schwartz(wv)],[Ranked Pairs(rel-margins)]
0.715151 0.415976 	[Schwartz(wv)],[Ranked Pairs(fwv)]
0.715169 0.415565 	[MDD(sum)(wv)],[Ranked Pairs(keener)]
0.715204 0.415829 	[MDD(sum)(wv)],[Ranked Pairs(rel-margins)]
0.715251 0.4152 	[Landau(wv)],[Ranked Pairs(keener)]
0.715269 0.415759 	[Landau(wv)],[Ranked Pairs(PO)]
0.715295 0.416141 	[Smith(wv)],[Ranked Pairs(fwv)]
0.715326 0.415778 	Ranked Pairs(keener)
0.715342 0.415948 	[Condorcet],[Ranked Pairs(wv)]
0.715347 0.415656 	[CDTT(wv)],[Ranked Pairs(keener)]
0.715366 0.416183 	[MDD(sum)(wv)],[Ranked Pairs(fwv)]
0.715369 0.41558 	[Schwartz(wv)],[Ranked Pairs(wv)]
0.715385 0.41577 	[Smith(wv)],[Ranked Pairs(keener)]
0.715419 0.415125 	[Landau(wv)],[Ranked Pairs(w/tv)]
0.715419 0.415155 	[MDD(sum)(wv)],[Ranked Pairs(PO)]
0.715477 0.415933 	[Smith(wv)],[Ranked Pairs(w/tv)]
0.715515 0.415882 	[Landau(wv)],[Ranked Pairs(rel-margins)]
0.715592 0.415714 	Ranked Pairs(w/tv)
0.715617 0.416113 	[Condorcet],[Ranked Pairs(w/tv)]
0.715638 0.416164 	[MDD(sum)(wv)],[Ranked Pairs(wv)]
0.715646 0.415957 	[Landau(wv)],[Ranked Pairs(wv)]
0.715664 0.415884 	[CDTT(wv)],[Ranked Pairs(PO)]
0.715669 0.416093 	Ranked Pairs(wv)
0.715678 0.415531 	[Schwartz(wv)],[Ranked Pairs(PO)]
0.715698 0.415833 	[CDTT(wv)],[Ranked Pairs(wv)]
0.71571 0.415832 	[Smith(wv)],[Ranked Pairs(rel-margins)]
0.715731 0.415557 	[CGTT(wv)],[Ranked Pairs(PO)]
0.715754 0.41573 	[Smith(wv)],[Ranked Pairs(PO)]
0.715763 0.415771 	Ranked Pairs(fwv)
0.715802 0.415315 	[CGTT(wv)],[Ranked Pairs(rel-margins)]
0.71585 0.415753 	[Condorcet],[Ranked Pairs(fwv)]
0.715886 0.415827 	[Condorcet],[Ranked Pairs(keener)]
0.715935 0.415533 	[CGTT(wv)],[Ranked Pairs(wv)]
0.71594 0.415725 	[CDTT(wv)],[Ranked Pairs(fwv)]
0.715966 0.41611 	Ranked Pairs(PO)
0.71599 0.416083 	[Schwartz(wv)],[Ranked Pairs(w/tv)]
0.71602 0.41563 	[CGTT(wv)],[Ranked Pairs(w/tv)]
0.716047 0.415876 	[CDTT(wv)],[Ranked Pairs(rel-margins)]
0.716077 0.416153 	[Condorcet],[Ranked Pairs(PO)]
0.71613 0.415595 	[Schwartz(wv)],[Ranked Pairs(keener)]
0.716262 0.416051 	[CGTT(wv)],[Ranked Pairs(fwv)]
0.716416 0.415535 	[Landau(wv)],[Ranked Pairs(fwv)]
0.716454 0.381737 	[Condorcet],[L-R offense/1.5(wv)]
0.716501 0.381743 	L-R offense/0.25(fwv)
0.716524 0.381381 	[Landau(wv)],[L-R offense/1.5(fwv)]
0.716527 0.381673 	[Landau(wv)],[L-R offense/0.5(rel-margins)]
0.716544 0.381784 	[Condorcet],[L-R offense/1.25(fwv)]
0.716557 0.381218 	[Condorcet],[L-R offense/2(rel-margins)]
0.716576 0.381422 	L-R offense/1.5(wv)
0.716578 0.381465 	[Landau(wv)],[L-R offense/1(rel-margins)]
0.716597 0.381538 	L-R offense/1(wv)
0.716602 0.381498 	[Condorcet],[L-R offense/1.25(wv)]
0.716611 0.381612 	[Condorcet],[L-R offense/0.75(fwv)]
0.716622 0.381105 	[Landau(wv)],[L-R offense/1.25(wv)]
0.716625 0.381615 	L-R offense/0.25(wv)
0.716633 0.381241 	[Smith(wv)],[L-R offense/2(rel-margins)]
0.716659 0.381571 	[Condorcet],[Maximin(wv)]
0.716662 0.38143 	[Landau(wv)],[L-R offense/1.5(wv)]
0.716664 0.381289 	[Condorcet],[L-R offense/1.5(fwv)]
0.716666 0.381637 	[Landau(wv)],[L-R offense/2(fwv)]
0.716668 0.381464 	[Landau(wv)],[L-R offense/2.25(wv)]
0.716675 0.381648 	[Smith(wv)],[L-R offense/0.25(rel-margins)]
0.716681 0.381329 	[Landau(wv)],[L-R offense/0.25(rel-margins)]
0.716684 0.381465 	[Smith(wv)],[Maximin(wv)]
0.716685 0.381673 	L-R offense/0.25(rel-margins)
0.716687 0.381419 	[Landau(wv)],[Maximin(rel-margins)]
0.716691 0.381764 	[Smith(wv)],[L-R offense/0.25(fwv)]
0.716692 0.38151 	[Smith(wv)],[L-R offense/0.5(fwv)]
0.716695 0.381867 	[Smith(wv)],[Maximin(fwv)]
0.716697 0.38144 	[Smith(wv)],[L-R offense/1.75(fwv)]
0.716697 0.381572 	[Landau(wv)],[Maximin(wv)]
0.716697 0.381638 	[Landau(wv)],[L-R offense/1.75(rel-margins)]
0.716698 0.381594 	[Smith(wv)],[L-R offense/1.25(fwv)]
0.716702 0.381461 	[Smith(wv)],[L-R offense/2.25(wv)]
0.716708 0.381605 	[Smith(wv)],[L-R offense/1.75(wv)]
0.716708 0.381673 	[Condorcet],[L-R offense/2.25(wv)]
0.716709 0.381581 	[Condorcet],[L-R offense/0.5(wv)]
0.71671 0.381586 	[Condorcet],[L-R offense/0.5(rel-margins)]
0.716713 0.381231 	[Landau(wv)],[L-R offense/2.25(rel-margins)]
0.716714 0.381287 	L-R offense/0.5(fwv)
0.716716 0.38152 	[Condorcet],[L-R offense/0.25(fwv)]
0.71672 0.381665 	[Condorcet],[L-R offense/0.25(rel-margins)]
0.716724 0.381441 	[Condorcet],[L-R offense/1(rel-margins)]
0.716724 0.381561 	[Landau(wv)],[Maximin(fwv)]
0.716729 0.381507 	[Condorcet],[L-R offense/1.5(rel-margins)]
0.716733 0.38127 	[Smith(wv)],[L-R offense/1(fwv)]
0.716733 0.381313 	[Condorcet],[L-R offense/2.25(rel-margins)]
0.716733 0.381337 	L-R offense/1.75(wv)
0.716734 0.381432 	[Condorcet],[Maximin(rel-margins)]
0.716734 0.381678 	L-R offense/1(fwv)
0.716736 0.381585 	[Smith(wv)],[L-R offense/1.25(wv)]
0.716739 0.381814 	L-R offense/1.25(fwv)
0.716744 0.381206 	[Smith(wv)],[L-R offense/2(wv)]
0.716744 0.381268 	L-R offense/2.25(fwv)
0.716744 0.381369 	[Condorcet],[L-R offense/0.75(wv)]
0.716756 0.381106 	[Smith(wv)],[L-R offense/2.25(fwv)]
0.716756 0.381514 	[Smith(wv)],[L-R offense/0.25(wv)]
0.716762 0.381374 	[Condorcet],[L-R offense/2(wv)]
0.716764 0.381639 	[Landau(wv)],[L-R offense/2(wv)]
0.716769 0.381602 	[Landau(wv)],[L-R offense/1.75(fwv)]
0.71677 0.38124 	[Condorcet],[L-R offense/2.25(fwv)]
0.716774 0.381673 	[Smith(wv)],[L-R offense/0.75(wv)]
0.716775 0.38163 	[Smith(wv)],[L-R offense/1(wv)]
0.716776 0.381455 	[Landau(wv)],[L-R offense/0.25(fwv)]
0.716779 0.381662 	[Condorcet],[L-R offense/0.25(wv)]
0.716782 0.381667 	[Landau(wv)],[L-R offense/0.75(wv)]
0.716783 0.381477 	[Landau(wv)],[L-R offense/0.75(fwv)]
0.716792 0.381238 	[Landau(wv)],[L-R offense/1(wv)]
0.716794 0.381431 	[Landau(wv)],[L-R offense/0.25(wv)]
0.716797 0.381536 	[Condorcet],[L-R offense/1.25(rel-margins)]
0.716797 0.381712 	[Condorcet],[L-R offense/1.75(rel-margins)]
0.71681 0.381337 	[Landau(wv)],[L-R offense/1.75(wv)]
0.71681 0.381406 	[Condorcet],[L-R offense/1.75(wv)]
0.716813 0.381385 	[Landau(wv)],[L-R offense/1.25(rel-margins)]
0.716816 0.381564 	[Smith(wv)],[L-R offense/1.5(fwv)]
0.716818 0.38149 	[Smith(wv)],[L-R offense/1.5(wv)]
0.71682 0.381489 	[Condorcet],[L-R offense/0.75(rel-margins)]
0.716828 0.381489 	L-R offense/1.75(fwv)
0.716834 0.381892 	[Landau(wv)],[L-R offense/2(rel-margins)]
0.716835 0.381621 	[Landau(wv)],[L-R offense/1.5(rel-margins)]
0.716839 0.381377 	[Condorcet],[L-R offense/1.75(fwv)]
0.716847 0.381726 	[Landau(wv)],[L-R offense/1(fwv)]
0.716851 0.381525 	[Smith(wv)],[L-R offense/0.75(fwv)]
0.716853 0.381435 	[Condorcet],[L-R offense/2(fwv)]
0.716861 0.381444 	L-R offense/1.25(wv)
0.716861 0.38154 	[Landau(wv)],[L-R offense/0.5(wv)]
0.716869 0.381373 	L-R offense/2(fwv)
0.716882 0.38149 	[Condorcet],[Maximin(fwv)]
0.716885 0.381357 	[Landau(wv)],[L-R offense/0.75(rel-margins)]
0.716885 0.381379 	[Smith(wv)],[L-R offense/0.5(wv)]
0.716885 0.3814 	[Smith(wv)],[L-R offense/1.5(rel-margins)]
0.716887 0.381762 	L-R offense/1.5(fwv)
0.716898 0.381428 	[Smith(wv)],[L-R offense/2.25(rel-margins)]
0.716899 0.381668 	[Smith(wv)],[L-R offense/0.5(rel-margins)]
0.716901 0.381768 	[Smith(wv)],[L-R offense/2(fwv)]
0.716904 0.381728 	[Condorcet],[L-R offense/1(fwv)]
0.716915 0.381446 	L-R offense/2.25(wv)
0.716928 0.381476 	[Smith(wv)],[L-R offense/1.75(rel-margins)]
0.716945 0.38132 	[Smith(wv)],[L-R offense/1.25(rel-margins)]
0.716945 0.381553 	[Landau(wv)],[L-R offense/2.25(fwv)]
0.716946 0.381371 	L-R offense/2(wv)
0.716951 0.381385 	[Smith(wv)],[L-R offense/0.75(rel-margins)]
0.716959 0.381577 	[Landau(wv)],[L-R offense/1.25(fwv)]
0.71696 0.381442 	[Smith(wv)],[L-R offense/1(rel-margins)]
0.716963 0.381472 	[Condorcet],[L-R offense/1(wv)]
0.716979 0.381439 	[Smith(wv)],[Maximin(rel-margins)]
0.716981 0.381568 	L-R offense/0.75(fwv)
0.716988 0.381641 	L-R offense/0.5(wv)
0.717075 0.431315 	[MDD(sum)(wv)],[Plurality]
0.717083 0.381558 	L-R offense/0.75(wv)
0.717108 0.381595 	[Condorcet],[L-R offense/0.5(fwv)]
